text,label,explanation,__index_level_0__
Some parts of their service are open-source,clearly_fair,The code of the software is open-source and the users can have access to the source code.,2517
Refund is not allowed if the wrong item is purchased,potentially_fair,Payments can be refunded if some requirements are fulfilled.,2522
Prohibits harming minors in any ways,potentially_fair,"This service prohibits harming minor in any ways. Since both “minor” and “in any ways” are vague and can be cited to restrict possibly any actions, the case is not classified as “good”.",2530
Prohibits discussions which are against the government-advocated value,clearly_unfair,"Political content, which is against the government-advocated value, in the form or pictures, discussions, or campaigning isn’t allowed. Since it encourages the promotional content of the value, the service may tolerate trolling or spamming against political rivals or enemies.",2541
Users agree to comply with the French law,potentially_fair,"By using the service, you agree to comply with the applicable laws of the service's jurisdiction, regardless of your location.",2545
You must create an account to use all of this service,potentially_fair,You must provide the service with your information in order to use it,2549
The court of law governing the terms is in State of Western Australia,potentially_fair,"The Terms are governed by the applicable laws of a jurisdiction (specified in the title of each point by replacing the ""X"").",2556
2014/06/03 is a date of the last update of the agreements,potentially_fair,The given text has a date that allows to know when it was last updated.,2557
Omegle is only available to users over a certain age,potentially_fair,The Services are intended for users who are at least a certain age. If you are younger than the age required then you are prohibited from using the Service.,2558
"Omegle collects your IP address, which can be used to view your approximate location",potentially_fair,,2560
Google Analytics cookies are used for statistics,potentially_unfair,"For instance, Google Analytics, rather than self-hosted (first-party) statistics software.",2561
"Omegle employs third-party adversiting cookies, but with opt-out instructions",potentially_unfair,,2565
Users can access most of the pages on the service's website without revealing any personal information,clearly_fair,"The service does not require users to reveal personal information for most of its website. However, it may still collect anonymous logs.",2570
07.09.2023 is a date of the last update of the agreements,potentially_fair,The given text has a date that allows to know when it was last updated.,2611
This service is a subsidiary of mail.de GmbH,potentially_fair,"The service is a subsidiary of a certain company (called X in the title, to be replaced by the parent Company in each point's title). Company X’s Terms of Service may apply to the service.",2612
A phone number is required for registration ,potentially_unfair,"The Service requires users to provide their identifiable information, including phone number, iD number or other information, even though this data collection isn’t essential for the purposes of the service. They may still allow pseudonyms in the foreground.",2613
This service is a subsidiary of mail.de,potentially_fair,"The service is a subsidiary of a certain company (called X in the title, to be replaced by the parent Company in each point's title). Company X’s Terms of Service may apply to the service.",2620
This service provides archives of their Privacy policy so that changes can be viewed over time,clearly_fair,"This case applies to Services whose agreements provide previous versions, so that users can compare them and understand how the Service seems to evolve regarding user rights.",2625
Dark Reader does not track you,clearly_fair,"The document excerpt needs to include the words ""[the service] does not track [users]"" or ""[the service] does not use any tracking technology"".",2626
IP addresses are not tracked,clearly_fair,The Service disclaims that IP adresses from users are not collected (or anonymized) nor shared.,2633
Magic Earth can delete your account without prior notice and without a reason,potentially_unfair,"At any time, your account can be terminated without explanation and without warning by the service. ",2638
Magic Earth receives your precise location through GPS coordinates,potentially_unfair,"Unless the service relies on Geo Location, this case is to be assigned to points that don't need your GPS coordinates to function properly.",2639
An onion site accessible over Tor is provided,clearly_fair,Tor is a software for anonymous communication that directs Internet traffic through an overlay network. Onion sites are only available through Tor browser and provide additional security and anonymity to users.,2650
The service scans your uploaded files and images for advertising profiling,clearly_unfair,"The service reads and analyses all content you upload, including private photos and documents, to build an advertising profile on you without your explicit knowledge.",10000
Your camera or microphone may be activated without visible indication,clearly_unfair,The service may access device camera or microphone in the background without showing any on-screen indicator to the user.,10001
Your device contacts are uploaded to our servers upon installation,clearly_unfair,"When you install this app, all contacts stored on your device are automatically transmitted to and stored on the service's servers.",10002
The service monitors your keystrokes and clipboard activity,clearly_unfair,"The application can record what you type and what you copy to your clipboard, capturing passwords, messages, and other sensitive input.",10003
Deleted messages are kept indefinitely in our systems,clearly_unfair,"Even after you delete a message or conversation, the service retains a full copy on its servers with no defined deletion timeline.",10004
Your offline behavior is inferred from sensor data on your device,clearly_unfair,"The service collects accelerometer, gyroscope, and other sensor data to infer your physical activities and offline behavior patterns.",10005
All files you share are permanently stored even after you remove them,clearly_unfair,Files shared through this service remain on our servers permanently and cannot be fully removed regardless of user action.,10006
The service can access your entire photo library without restriction,clearly_unfair,"By granting photo access, you allow the service to read all photos on your device, not just those you choose to share.",10007
"This service logs every search query you enter, permanently",clearly_unfair,All searches made within the service are permanently logged and tied to your account or device identifier with no expiry.,10008
Your browsing data within the app is sold to data brokers,clearly_unfair,"The service packages and sells your in-app browsing history, clicks, and activity data to third-party data brokerage companies.",10009
The service can impersonate you on third-party platforms,clearly_unfair,"With the permissions you grant, the service may perform actions on your behalf on connected third-party platforms without requesting confirmation each time.",10010
Your health data is used for purposes beyond the service's core function,clearly_unfair,"Health and fitness data you provide is used to build profiles for advertising, insurance risk assessment, or other purposes unrelated to the service.",10011
You cannot appeal or dispute account termination decisions,clearly_unfair,"If the service decides to terminate your account, there is no mechanism for you to challenge or appeal that decision.",10012
The service retains your data for up to 10 years after account deletion,clearly_unfair,"Even after you delete your account, the service may retain all associated data for up to 10 years for unspecified business purposes.",10013
Your private notes or drafts are readable by service staff,clearly_unfair,"Unpublished drafts, private notes, and saved content that you have never shared are accessible to employees of the service.",10014
You grant the service rights to use your likeness in promotional materials,clearly_unfair,"By using this service, you grant permission for the service to use your name, photo, and likeness in advertising and promotional content without additional compensation.",10015
The service may share your financial transaction data with third parties,clearly_unfair,"Details of your financial transactions, including amounts and merchants, may be shared with third-party partners for profiling or marketing purposes.",10016
The service records all voice commands for training AI models permanently,clearly_unfair,"Every voice command you give is stored indefinitely and used to train AI systems, with no option to request deletion of voice recordings.",10017
You agree not to discuss the terms of this agreement publicly,clearly_unfair,A non-disclosure clause prevents you from publicly discussing or criticizing the terms of this service's agreements.,10018
This service collects your social security number or national ID,clearly_unfair,The service requires you to submit a government-issued identification number such as a social security number as part of its identity verification process.,10019
The service can share your data with law enforcement without a court order,clearly_unfair,"This service may provide your personal data to law enforcement agencies based solely on an informal request, without requiring a court order or legal process.",10020
The service may modify your uploaded content without notice,clearly_unfair,"The service reserves the right to alter, edit, or transform any content you upload without obtaining your permission or informing you of changes made.",10021
Your purchase history is shared with your employer if using a corporate account,clearly_unfair,"For corporate accounts, the service may share individual user purchase histories and activity logs with the employing organization.",10022
The service discloses your IP address and usage data to advertisers,clearly_unfair,"Advertisers working with the service receive your IP address, device type, and usage patterns to enable targeted advertising.",10023
You are automatically enrolled in beta programs that collect additional data,clearly_unfair,"New users are automatically enrolled in experimental beta programs that involve enhanced data collection, with no opt-out presented during registration.",10024
The service retains backups of your data in jurisdictions with no privacy laws,clearly_unfair,"Your data backups are stored in countries that have no applicable data protection legislation, making your personal information vulnerable.",10025
The service can terminate your subscription mid-cycle without refund,clearly_unfair,The service may cancel your paid subscription at any point during a billing cycle and will not refund any unused portion of that period.,10026
User-generated reviews may be altered or deleted to protect the service's reputation,clearly_unfair,"The service may edit or remove user reviews that are deemed negative or damaging to its reputation, without notifying the reviewer.",10027
The service monitors your network traffic while the app runs in the background,clearly_unfair,"While running in the background, this application can inspect and log your device's network traffic, including connections to other services.",10028
Your data may be used to make automated decisions with legal consequences,clearly_unfair,"The service may use automated processing of your personal data to make decisions that have legal or similarly significant effects on you, without human review.",10029
This service publishes a transparency report at least once a year,clearly_fair,"The service regularly discloses information about government requests, data breaches, and internal data practices to keep users informed.",10030
You can download all your data in a machine-readable format at any time,clearly_fair,"The service allows you to export a complete copy of all data associated with your account in a portable, machine-readable format whenever you request it.",10031
Third-party auditors regularly verify this service's security practices,clearly_fair,Independent external security auditors are periodically engaged to review and verify the service's data protection and security measures.,10032
This service does not profile you based on sensitive categories of data,clearly_fair,"The service explicitly does not build profiles using sensitive data such as health information, political opinions, religious beliefs, or sexual orientation.",10033
Users are notified immediately if a data breach affects their account,clearly_fair,"In the event of a security breach, affected users are promptly notified with specific information about what data was compromised.",10034
You can permanently delete your account and all associated data instantly,clearly_fair,"The service provides a clear, immediate mechanism to delete your account and all associated personal data in full without any retention period.",10035
This service does not monetize user data in any form,clearly_fair,"The service explicitly states it generates no revenue from user data, whether through direct sale, licensing, or advertising profiling.",10036
The service stores your data only within the European Economic Area,clearly_fair,"All user data is stored exclusively within the EEA, ensuring compliance with GDPR and high data protection standards.",10037
You retain full copyright over all content you post on this service,clearly_fair,Uploading content to this service does not transfer any copyright to the service; all intellectual property rights remain fully with the creator.,10038
This service provides end-to-end encryption for all stored data,clearly_fair,"All data stored on this service's servers is protected by end-to-end encryption, ensuring only you can access it.",10039
The service does not share any user data with government authorities without a court order,clearly_fair,"Government requests for user data are rejected unless accompanied by a valid, legally binding court order from a competent jurisdiction.",10040
Account suspension decisions are always reviewed by a human before action is taken,clearly_fair,No automated system can suspend or terminate an account without a human reviewer confirming the decision first.,10041
You will always have an opt-out option for any new data collection feature,clearly_fair,"Whenever the service introduces a new data collection practice, you will be given a clear opt-out before it takes effect on your account.",10042
This service does not use dark patterns to manipulate user consent,clearly_fair,"All consent interfaces are designed to be neutral and fair, with no use of misleading design to nudge users into accepting privacy-invasive options.",10043
Your data is automatically deleted 30 days after account deletion,clearly_fair,"After you close your account, all personal data associated with it is automatically and permanently deleted within 30 days.",10044
The service provides plain-English summaries of every clause in its terms,clearly_fair,"Every section of the terms of service is accompanied by a clear, plain-language summary to ensure all users can understand what they are agreeing to.",10045
This service does not engage in cross-context behavioral advertising,clearly_fair,The service explicitly does not use data collected in one context to serve targeted advertisements in a different context.,10046
A dedicated privacy officer handles all user data requests within 72 hours,clearly_fair,"A dedicated data protection officer is available to handle user requests related to personal data access, correction, or deletion within 72 hours.",10047
You can opt out of all non-essential communications in a single step,clearly_fair,"A single opt-out mechanism is provided that simultaneously unsubscribes you from all non-essential marketing, promotional, and analytics communications.",10048
This service is audited for accessibility and inclusivity annually,clearly_fair,The service undergoes annual accessibility audits to ensure it meets international standards and remains inclusive to users of all abilities.,10049
Cookies are categorized and explained before being set on your device,clearly_fair,"Before setting any cookie, the service clearly categorizes it and explains its purpose, enabling informed consent decisions.",10050
This service allows anonymous usage without requiring account creation,clearly_fair,You can use the core features of this service without creating an account or providing any personally identifying information.,10051
The service does not retain logs of your activity after your session ends,clearly_fair,All session activity logs are permanently deleted at the end of each session and are never stored or linked to your account or device.,10052
User content is never used to train machine learning models without explicit opt-in,clearly_fair,"Your posts, uploads, and interactions are never used to train AI or machine learning systems unless you actively and explicitly choose to participate.",10053
This service uses open-source encryption libraries that can be publicly audited,clearly_fair,"The encryption used to protect your data is built on publicly available, open-source cryptographic libraries that can be verified by independent security researchers.",10054
The service provides a public changelog for all updates to its privacy policy,clearly_fair,"Every modification to the privacy policy is documented in a publicly accessible changelog, showing exactly what changed and when.",10055
You can transfer your account data to a competing service at no cost,clearly_fair,"The service supports full data portability, allowing you to transfer your account information and content to a competing service free of charge.",10056
This service does not collect data from users under the age of 18,clearly_fair,The service implements strict age verification and does not knowingly collect or process personal data from users under the age of 18.,10057
Personal data is never used for purposes beyond those stated at time of collection,clearly_fair,"Your personal data is only ever used for the explicit purpose declared when it was originally collected, and never repurposed without fresh consent.",10058
All employees with access to user data are subject to strict confidentiality agreements,clearly_fair,Every employee or contractor who could access user data is bound by contractual confidentiality obligations that are actively enforced.,10059
The service may share your data with its parent company and all subsidiaries,potentially_unfair,"Your personal data may be shared across the entire corporate group, including parent companies and all affiliated entities, without explicit consent required for each transfer.",10060
Your account activity may be used to calculate a trust or risk score,potentially_unfair,"The service may build an internal score based on your behavior to assess your trustworthiness or risk level, which may affect how you can use the service.",10061
Terms of service apply to family members who use your account,potentially_unfair,"If you allow family members to use your account, they are bound by this agreement, and you accept liability for their actions within the service.",10062
You may be subject to promotional messages from partner companies,potentially_unfair,"Partner companies of this service may contact you with promotional material based on your activity, unless you explicitly opt out.",10063
The service may display your username publicly in activity feeds,potentially_unfair,Your username and activity may be shown to other users in public activity feeds without giving you control over this visibility.,10064
Unused credits or balances may expire after 12 months of inactivity,potentially_unfair,"Credits, tokens, or balances in your account may be automatically forfeited if your account is inactive for a period of 12 months.",10065
The service may share your data with research institutions for academic purposes,potentially_unfair,Your anonymized or pseudonymized data may be shared with third-party academic research institutions without your explicit approval for each study.,10066
The service is not responsible for content accuracy provided by third parties,potentially_unfair,"Information or content sourced from third parties is displayed without guarantee of accuracy, and the service accepts no liability for errors or misleading content.",10067
You may be required to update the app to continue using the service,potentially_unfair,"The service may require you to install the latest version of its app to continue accessing features, removing your ability to use older versions.",10068
The service may limit your data export to once every 90 days,potentially_unfair,"You may only request a data export once every 90 days, which could limit your ability to migrate or backup your data promptly.",10069
The service may use your email address to send administrative notices without opt-out,potentially_unfair,The service may send you administrative or transactional emails at any time and there is no mechanism to opt out of such communications.,10070
Service availability is not guaranteed and outages may occur without prior notice,potentially_unfair,The service does not guarantee uptime or availability and may undergo maintenance or experience outages without informing users in advance.,10071
Your account may be restricted if you use a VPN or anonymization tool,potentially_unfair,The service reserves the right to restrict or suspend your account if it detects you are accessing the service through a VPN or anonymization proxy.,10072
The service may change its pricing model from free to paid without substantial notice,potentially_unfair,"The service may transition from a free to a paid model with minimal notice, requiring users to pay to continue accessing features they previously used for free.",10073
The service may run A/B experiments on your experience without disclosing this,potentially_unfair,You may be enrolled in product experiments that alter your user experience without being informed that you are participating in a test.,10074
Your data may be stored on servers in countries with lower privacy protections,potentially_unfair,Data may be transferred to and processed in countries whose data protection laws offer fewer rights and protections than your home country.,10075
The service may restrict your account if you consistently contact support,potentially_unfair,Excessive support requests may result in the service flagging or restricting your account under its fair use policy.,10076
The service may use your data to improve its automated decision systems,potentially_unfair,Your personal data and behavior patterns may be used to train and refine the automated systems and algorithms that the service uses in its operations.,10077
Chargebacks or payment disputes may result in immediate account suspension,potentially_unfair,"If you initiate a chargeback or payment dispute with your bank, the service may immediately suspend your account pending resolution.",10078
The service may require re-verification of your identity periodically,potentially_unfair,The service may ask you to re-verify your identity documents at regular intervals as a condition for continued account access.,10079
The service collects data on how long you spend on each part of the interface,potentially_unfair,"Granular interaction data, including time spent on individual screens, scroll depth, and click patterns, is collected and retained.",10080
Third-party integrations may collect additional data outside this policy,potentially_unfair,"When you connect third-party services or integrations, those services may collect data under their own separate policies that this agreement does not govern.",10081
The service may retain a copy of your identity documents after verification,potentially_unfair,"Documents you submit for identity verification, such as passports or driving licenses, may be retained in the service's systems after the verification process is complete.",10082
Referral bonuses may be revoked if the referred user later violates terms,potentially_unfair,Any referral rewards you earned may be retroactively cancelled if the referred user is later found to have violated the service's terms.,10083
The service may monitor usage patterns to enforce undisclosed fair use limits,potentially_unfair,The service monitors your usage and may impose restrictions if it determines your usage exceeds an internal threshold that is not publicly defined.,10084
You consent to receiving push notifications by default upon installing the app,potentially_unfair,"Installing the application automatically enables push notifications, and you must manually disable them in settings to stop receiving them.",10085
The service may use your data to create lookalike audiences for advertisers,potentially_unfair,Aggregated or anonymized data derived from your profile may be used to help advertisers identify and target other users with similar characteristics.,10086
The service may automatically renew subscriptions unless cancelled 7 days in advance,potentially_unfair,Your subscription is automatically renewed at the end of each billing cycle unless you cancel at least 7 days before the renewal date.,10087
Your data may be used to benchmark the service's performance against competitors,potentially_unfair,Aggregated user data may be used internally to compare the service's performance metrics against those of competing platforms.,10088
The service may place restrictions on how you export or use your own data,potentially_unfair,"Even when you export your data, the service's terms may restrict how you can use or share that exported data with other services or individuals.",10089
The service may charge a fee to process a data access or deletion request,potentially_unfair,Processing your request to access or delete your personal data may incur an administrative fee as permitted by applicable law.,10090
The service may limit the number of devices you can use simultaneously,potentially_unfair,"You may only be permitted to use the service on a limited number of devices at the same time, and exceeding this limit may result in account restrictions.",10091
The service may alter the features available in your subscription tier without notice,potentially_unfair,"The service reserves the right to add, remove, or modify features included in any subscription tier at any time without prior notice.",10092
This service collects your search history within the platform for profiling,potentially_unfair,Searches you perform within the service's platform are stored and used to build a behavioral profile associated with your account.,10093
The service may suspend your account based on reports from other users without investigation,potentially_unfair,"Your account may be temporarily suspended based solely on reports from other users, without the service first conducting an investigation into the claim.",10094
Data collected from your use of free features may be used to fund paid services,potentially_unfair,Information gathered through your use of the free tier of the service may be commercially exploited to subsidize the development of paid features.,10095
The service may share anonymized usage data with industry consortiums,potentially_unfair,Anonymized or aggregated data about user behavior may be contributed to industry research bodies or consortiums without individual user consent.,10096
The service may use dark patterns in notification design to maximize engagement,potentially_unfair,"Notification systems may be designed using behavioral techniques intended to maximize re-engagement, which could lead to compulsive usage patterns.",10097
"Your login metadata, including time and location, is stored permanently",potentially_unfair,The timestamp and approximate geographic location of every login to your account is permanently stored and linked to your profile.,10098
You cannot use the service to discuss competitors' products,potentially_unfair,"The terms prohibit you from mentioning, comparing, or discussing competing services while using this platform.",10099
The service may impose additional charges for premium support,potentially_unfair,"Standard support may be limited, and access to timely or prioritized support requires payment of an additional fee.",10100
The service uses anonymized data to improve product recommendations,potentially_fair,Your interactions with the service are anonymized and used to improve the relevance of recommendations offered to all users.,10101
Users may be required to complete identity verification for certain features,potentially_fair,"Some higher-risk features of the service require identity verification before access is granted, in order to comply with legal requirements or prevent fraud.",10102
The service may include affiliate links in its content,potentially_fair,"Some links within the service may be affiliate links, meaning the service earns a commission if you make a purchase through them.",10103
Your content may be reviewed for compliance with community guidelines,potentially_fair,Trained moderators or automated systems may review your content to ensure it complies with the service's community rules.,10104
The service may discontinue features with 30 days notice,potentially_fair,Features or tools may be retired with 30 days advance notice given to users who rely on them.,10105
The service uses aggregated analytics to understand user behavior trends,potentially_fair,"Aggregated, non-identifiable usage data is analyzed to understand how users interact with the service and inform product improvements.",10106
Users must agree to receive occasional service-related announcements,potentially_fair,"As a condition of use, you consent to receiving infrequent announcements about significant changes to the service via email or in-app notification.",10107
The service may use industry-standard third-party payment processors,potentially_fair,Payments are processed through third-party providers who operate under their own terms and privacy policies.,10108
The service may limit free tier accounts to a specific storage quota,potentially_fair,"Accounts on the free tier of the service are subject to storage limits, and additional capacity requires upgrading to a paid plan.",10109
You may not reverse-engineer or decompile the service's software,potentially_fair,"You are prohibited from attempting to extract source code, reverse-engineer, or decompile the service's proprietary software.",10110
The service may suspend your account temporarily during a security investigation,potentially_fair,"If suspicious activity is detected on your account, it may be temporarily suspended while the service investigates.",10111
The service may use first-party analytics to improve user experience,potentially_fair,The service collects data about how users navigate its interface using its own analytics tools to inform design improvements.,10112
The service may adjust the order of content in your feed based on engagement data,potentially_fair,An algorithm using engagement metrics may reorder content in your feed rather than displaying it in strict chronological order.,10113
Some features of the service may not be available in all geographic regions,potentially_fair,Certain features are restricted in specific countries due to local legal requirements or licensing limitations.,10114
The service may require users to verify their email address before accessing all features,potentially_fair,Full access to the service's features requires verifying your email address to reduce fraudulent account creation.,10115
This service uses session replay tools to troubleshoot user interface issues,potentially_fair,Session replay software may be used on an opt-in basis to record user interactions for the purpose of diagnosing and resolving interface bugs.,10116
The service may introduce account tiers with differentiated feature sets,potentially_fair,"The service may introduce subscription levels with different feature sets, which may restrict access to features previously available to all users.",10117
The service may collect anonymous crash reports to improve stability,potentially_fair,"When the application crashes, an anonymous report containing technical information about the error is sent to help improve software stability.",10118
Content you submit may be reviewed if flagged by automated systems,potentially_fair,Automated systems may flag your content for human review if it matches patterns associated with policy violations.,10119
Users are responsible for maintaining the confidentiality of their login credentials,potentially_fair,You are solely responsible for keeping your password and login information secure and for all activity that occurs under your account.,10120
The service may use hashed identifiers to match your data across platforms,potentially_fair,A one-way cryptographic hash of your email address may be used to match your profile with records held by advertising partners.,10121
You consent to your content being indexed by the service's internal search engine,potentially_fair,Content you post publicly within the service will be indexed and made searchable to other users within the service's search function.,10122
The service may send you notifications about relevant changes to applicable law,potentially_fair,You may receive notifications when relevant legal or regulatory changes could affect how the service processes your data.,10123
The service may outsource customer support to third-party contractors,potentially_fair,Customer support may be handled by third-party service providers who are bound by confidentiality agreements but operate independently.,10124
The service may retain technical logs for up to 90 days for security purposes,potentially_fair,Technical logs containing metadata about service interactions may be retained for up to 90 days for security monitoring and incident response.,10125
Users agree not to create false identities or impersonate others on the service,potentially_fair,Creating accounts under false identities or impersonating real people or organizations is prohibited under the service's terms.,10126
The service may rate-limit requests from accounts showing unusual activity,potentially_fair,Accounts displaying patterns consistent with automated abuse may have their request rates limited to protect service stability for all users.,10127
This service may use cookies to remember your language and display preferences,potentially_fair,Session cookies are used to remember user preferences such as language selection and display settings to improve your experience.,10128
The service may send push notifications for activity related to your account,potentially_fair,"You may receive push notifications informing you of activity relevant to your account, such as replies, mentions, or security alerts.",10129
The service may use your content to generate previews or thumbnails,potentially_fair,"When you upload content, the service may generate preview thumbnails or excerpts for display within the interface.",10130
Users agree not to use the service to conduct unauthorized commercial activity,potentially_fair,Using the service to conduct commercial transactions or promotions not explicitly authorized by the service's terms is prohibited.,10131
The service may use third-party cloud providers to host its infrastructure,potentially_fair,"The service's data and systems are hosted on third-party cloud infrastructure providers, who process data on the service's behalf under binding agreements.",10132
You may not sublicense or resell access to the service to others,potentially_fair,"Your account grants personal, non-transferable access to the service, and you may not transfer, sublicense, or resell that access to other individuals.",10133
The service may apply geographic restrictions on certain premium content,potentially_fair,Access to specific premium content may vary by geographic region due to licensing arrangements with content providers.,10134
The service may use legitimate interest as a lawful basis for some data processing,potentially_fair,"Some data processing activities may rely on the service's legitimate business interests as the legal basis, rather than requiring your explicit consent.",10135
Users who violate terms may be banned from re-registering under a new account,potentially_fair,"If your account is permanently suspended for a serious or repeated policy violation, you may not be permitted to create a new account.",10136
Content flagged by multiple users may be temporarily hidden pending review,potentially_fair,Content that receives multiple user reports may be temporarily hidden from public view while a human moderator reviews the complaint.,10137
The service may use your publicly shared information for service improvement,potentially_fair,Data that you voluntarily make public on the service may be analyzed to identify usage trends and improve the quality of features.,10138
The service is not liable for interruptions caused by third-party infrastructure failures,potentially_fair,Service disruptions caused by failures in the third-party infrastructure the service relies on are outside of the service's control and liability.,10139
The service may implement new security measures that require additional user actions,potentially_fair,"The service may introduce new security requirements, such as multi-factor authentication, that users must complete to continue accessing their account.",10140
User data may be processed by subcontractors bound by data processing agreements,potentially_fair,"Third-party subcontractors may process your personal data on behalf of the service, but only under formal data processing agreements that include data protection obligations.",10141
The service may charge different prices in different currencies due to regional factors,potentially_fair,"Pricing for paid features may vary by region to reflect differences in taxes, purchasing power, or local market conditions.",10142
You must be a legal resident of a country where the service is available to register,potentially_fair,Registration requires you to reside in a country where the service is legally permitted to operate and is not subject to trade sanctions.,10143
The service may add new features that are enabled by default for existing users,potentially_fair,"New features may be activated for all existing users by default, though you may disable them in your account settings.",10144
You waive your right to any legal remedy in case of data misuse,clearly_unfair,"By agreeing to these terms, you explicitly give up your right to pursue legal action if your personal data is misused by the service.",20000
The service can share your private communications with third-party advertisers,clearly_unfair,Private messages and communications you send through the service may be disclosed to advertising partners to enable targeted ad delivery.,20001
The service may sell your personal data to political campaigns or advocacy groups,clearly_unfair,"Your personal data including political interests and demographics may be sold to political campaigns, parties, or advocacy organizations.",20002
You cannot request deletion of data the service deems necessary to retain,clearly_unfair,"Even under applicable data protection law, the service may refuse deletion requests for any data it unilaterally deems necessary to its operations.",20003
The service installs persistent tracking software on your device without disclosure,clearly_unfair,"The service installs tracking software that persists on your device even after uninstallation, continuing to collect data about your activities.",20004
Your content is automatically licensed to all third-party partners without restriction,clearly_unfair,Any content you post is immediately licensed to an unlimited number of third-party partners under unrestricted terms without your knowledge.,20005
The service may disclose your real identity if you use the service anonymously,clearly_unfair,"If you use the service under a pseudonym, the service reserves the right to disclose your true identity under broad and loosely defined circumstances.",20006
The service reserves the right to freeze your funds indefinitely without explanation,clearly_unfair,The service may freeze financial balances in your account indefinitely without providing a reason or offering a dispute mechanism.,20007
The service aggregates your health and financial data to sell risk profiles,clearly_unfair,"Health information and financial behavior data are combined to build risk assessment profiles that are sold to insurers, lenders, or employers.",20008
"You grant the service a perpetual, irrevocable, royalty-free license to all your content",clearly_unfair,"By posting anything, you grant the service permanent, irrevocable rights to use your content in any way, forever, across any medium, without compensation.",20009
The service may lock you out of your account to pressure you into upgrading,clearly_unfair,Access to your account may be temporarily restricted during commercial campaigns to create urgency around purchasing a premium plan.,20010
The service can activate your device's location services without notification,clearly_unfair,The service may enable location services on your device in the background without notifying you or requesting fresh permission each time.,20011
This service tracks children's behavior to target advertising to their parents,clearly_unfair,Data collected from minor users' activity on the platform is used to profile their parents or guardians for targeted advertising purposes.,20012
The service may share your mental health disclosures with insurance companies,clearly_unfair,Any information you provide about mental health conditions through the service may be shared with health or life insurance companies.,20013
You give up your right to collective legal action against the service,clearly_unfair,"By accepting these terms, you waive your right to participate in class-action lawsuits or collective legal proceedings against the service.",20014
The service may permanently delete your content without warning for any reason,clearly_unfair,"The service may irreversibly delete all content in your account at any time and for any reason, including reasons it has no obligation to disclose.",20015
The service actively cross-references your data with public records and social networks,clearly_unfair,"Your data is routinely cross-referenced with publicly available government records, social media profiles, and third-party databases to enrich your profile.",20016
This service charges a fee to access your own stored data,clearly_unfair,The service may require payment of a fee to retrieve or access data that you yourself have stored on its platform.,20017
The service may use your content to generate AI-created works and claim ownership,clearly_unfair,"Content you upload may be used to train generative AI models, and the service claims ownership over any AI-generated works produced as a result.",20018
The service logs your precise GPS location every time you open the app,clearly_unfair,"Every time you open the application, your exact GPS coordinates are recorded and stored, building a permanent log of your physical locations.",20019
"This service never uses your data for advertising, regardless of your account type",clearly_fair,"The service explicitly commits to never using personal data for advertising purposes, for any category of user or account type.",20020
You will always be given at least 60 days notice before any price increase,clearly_fair,"If the service increases prices for paid plans, you will be notified at least 60 days before the new pricing takes effect.",20021
This service offers a free tier with no data-based limitations compared to paid tiers,clearly_fair,The free tier of the service does not involve additional data collection or reduced privacy protections compared to paid plans.,20022
The service publishes all law enforcement requests it receives on a public registry,clearly_fair,"All government or law enforcement requests for user data are publicly disclosed in a registry, subject only to legally imposed restrictions.",20023
You can dispute content moderation decisions through an independent review process,clearly_fair,"If your content is removed or your account restricted, you can appeal to an independent review body that is separate from the service's moderation team.",20024
This service only uses first-party cookies strictly necessary for functionality,clearly_fair,Only first-party cookies required for the core functionality of the service are used; no tracking or analytical cookies are set.,20025
